O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
53-1041.00	14436	FT	3	9.21	17	6.28	2.02	33.26	N	07/2016	Incumbent
53-1041.00	14436	FT	4	4.89	17	5.98	0.34	43.96	N	07/2016	Incumbent
53-1041.00	14436	FT	5	1.95	17	2.00	0.22	15.48	N	07/2016	Incumbent
53-1041.00	14436	FT	6	0.00	17	0.00	n/a	n/a	N	07/2016	Incumbent
53-1041.00	14436	FT	7	29.86	17	7.12	17.15	46.68	N	07/2016	Incumbent
53-1041.00	14436	IM	n/a	4.14	19	0.28	3.54	4.73	N	07/2016	Incumbent
53-1041.00	14436	RT	n/a	34.43	59	12.02	15.32	60.39	N	07/2016	Incumbent
53-1042.00	20830	FT	1	0.00	92	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	20830	FT	2	0.93	92	0.69	0.21	4.01	N	07/2015	Incumbent
53-1042.00	20830	FT	3	14.41	92	5.58	6.42	29.24	N	07/2015	Incumbent
53-1042.00	20830	FT	4	5.59	92	3.35	1.65	17.26	N	07/2015	Incumbent
53-1042.00	20830	FT	5	36.96	92	8.90	21.54	55.59	N	07/2015	Incumbent
53-1042.00	20830	FT	6	25.15	92	8.97	11.53	46.41	N	07/2015	Incumbent
53-1042.00	20830	FT	7	16.96	92	5.80	8.27	31.63	N	07/2015	Incumbent
53-1042.00	20830	IM	n/a	4.38	94	0.10	4.18	4.57	N	07/2015	Incumbent
53-1042.00	20830	RT	n/a	98.67	97	0.82	95.56	99.61	N	07/2015	Incumbent
53-1042.00	8563	FT	1	0.00	96	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8563	FT	2	3.83	96	3.07	0.75	17.27	N	07/2015	Incumbent
53-1042.00	8563	FT	3	1.08	96	0.78	0.25	4.43	N	07/2015	Incumbent
53-1042.00	8563	FT	4	7.25	96	4.15	2.24	21.01	N	07/2015	Incumbent
53-1042.00	8563	FT	5	43.15	96	7.16	29.84	57.53	N	07/2015	Incumbent
53-1042.00	8563	FT	6	26.85	96	4.77	18.48	37.28	N	07/2015	Incumbent
53-1042.00	8563	FT	7	17.85	96	5.83	8.98	32.35	N	07/2015	Incumbent
53-1042.00	8563	IM	n/a	4.34	98	0.15	4.05	4.63	N	07/2015	Incumbent
53-1042.00	8563	RT	n/a	100.00	98	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8566	FT	1	0.00	86	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8566	FT	2	1.06	86	0.78	0.24	4.50	N	07/2015	Incumbent
53-1042.00	8566	FT	3	7.38	86	6.49	1.19	34.47	N	07/2015	Incumbent
53-1042.00	8566	FT	4	8.26	86	2.98	3.96	16.45	N	07/2015	Incumbent
53-1042.00	8566	FT	5	59.61	86	7.81	43.63	73.77	N	07/2015	Incumbent
53-1042.00	8566	FT	6	15.10	86	4.37	8.28	25.95	N	07/2015	Incumbent
53-1042.00	8566	FT	7	8.59	86	5.45	2.31	27.21	N	07/2015	Incumbent
53-1042.00	8566	IM	n/a	4.27	88	0.17	3.93	4.60	N	07/2015	Incumbent
53-1042.00	8566	RT	n/a	95.49	96	1.92	89.71	98.09	N	07/2015	Incumbent
53-1042.00	8567	FT	1	0.71	64	0.60	0.13	3.76	N	07/2015	Incumbent
53-1042.00	8567	FT	2	7.92	64	6.43	1.45	33.37	N	07/2015	Incumbent
53-1042.00	8567	FT	3	4.27	64	2.13	1.55	11.20	N	07/2015	Incumbent
53-1042.00	8567	FT	4	8.11	64	4.28	2.72	21.76	N	07/2015	Incumbent
53-1042.00	8567	FT	5	40.84	64	12.46	19.76	65.92	N	07/2015	Incumbent
53-1042.00	8567	FT	6	35.32	64	8.01	21.32	52.38	N	07/2015	Incumbent
53-1042.00	8567	FT	7	2.85	64	1.97	0.70	10.85	N	07/2015	Incumbent
53-1042.00	8567	IM	n/a	4.25	66	0.11	4.03	4.47	N	07/2015	Incumbent
53-1042.00	8567	RT	n/a	77.43	97	7.00	60.78	88.36	N	07/2015	Incumbent
53-1042.00	8562	FT	1	0.00	92	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8562	FT	2	4.34	92	3.15	1.00	17.00	N	07/2015	Incumbent
53-1042.00	8562	FT	3	1.92	92	1.14	0.58	6.13	N	07/2015	Incumbent
53-1042.00	8562	FT	4	16.33	92	5.81	7.74	31.24	N	07/2015	Incumbent
53-1042.00	8562	FT	5	57.34	92	7.47	42.29	71.15	N	07/2015	Incumbent
53-1042.00	8562	FT	6	11.53	92	4.09	5.55	22.43	N	07/2015	Incumbent
53-1042.00	8562	FT	7	8.54	92	5.11	2.48	25.53	N	07/2015	Incumbent
53-1042.00	8562	IM	n/a	4.24	94	0.15	3.95	4.53	N	07/2015	Incumbent
53-1042.00	8562	RT	n/a	99.35	95	0.67	95.20	99.91	N	07/2015	Incumbent
53-1042.00	8565	FT	1	0.30	79	0.22	0.07	1.31	N	07/2015	Incumbent
53-1042.00	8565	FT	2	0.80	79	0.82	0.10	5.88	N	07/2015	Incumbent
53-1042.00	8565	FT	3	10.22	79	4.85	3.82	24.59	N	07/2015	Incumbent
53-1042.00	8565	FT	4	2.64	79	1.31	0.97	6.94	N	07/2015	Incumbent
53-1042.00	8565	FT	5	66.63	79	9.76	45.45	82.71	N	07/2015	Incumbent
53-1042.00	8565	FT	6	10.00	79	4.05	4.33	21.41	N	07/2015	Incumbent
53-1042.00	8565	FT	7	9.42	79	5.03	3.12	25.16	N	07/2015	Incumbent
53-1042.00	8565	IM	n/a	4.19	81	0.13	3.94	4.44	N	07/2015	Incumbent
53-1042.00	8565	RT	n/a	86.47	96	4.65	74.39	93.36	N	07/2015	Incumbent
53-1042.00	8561	FT	1	8.53	88	5.69	2.14	28.42	N	07/2015	Incumbent
53-1042.00	8561	FT	2	4.75	88	3.32	1.15	17.66	N	07/2015	Incumbent
53-1042.00	8561	FT	3	9.49	88	3.79	4.18	20.12	N	07/2015	Incumbent
53-1042.00	8561	FT	4	9.27	88	4.41	3.48	22.47	N	07/2015	Incumbent
53-1042.00	8561	FT	5	37.28	88	8.25	22.76	54.52	N	07/2015	Incumbent
53-1042.00	8561	FT	6	22.52	88	9.09	9.36	45.00	N	07/2015	Incumbent
53-1042.00	8561	FT	7	8.16	88	4.08	2.92	20.79	N	07/2015	Incumbent
53-1042.00	8561	IM	n/a	4.18	89	0.17	3.85	4.52	N	07/2015	Incumbent
53-1042.00	8561	RT	n/a	94.50	98	2.45	87.06	97.77	N	07/2015	Incumbent
53-1042.00	8564	FT	1	0.00	81	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8564	FT	2	3.58	81	3.57	0.47	22.56	N	07/2015	Incumbent
53-1042.00	8564	FT	3	2.48	81	1.54	0.71	8.31	N	07/2015	Incumbent
53-1042.00	8564	FT	4	5.63	81	2.50	2.29	13.22	N	07/2015	Incumbent
53-1042.00	8564	FT	5	56.45	81	6.09	44.19	67.97	N	07/2015	Incumbent
53-1042.00	8564	FT	6	24.62	81	4.79	16.34	35.31	N	07/2015	Incumbent
53-1042.00	8564	FT	7	7.25	81	4.13	2.25	20.96	N	07/2015	Incumbent
53-1042.00	8564	IM	n/a	4.17	83	0.13	3.92	4.42	N	07/2015	Incumbent
53-1042.00	8564	RT	n/a	88.85	97	3.68	79.21	94.34	N	07/2015	Incumbent
53-1042.00	8570	FT	1	0.66	74	0.67	0.09	4.83	N	07/2015	Incumbent
53-1042.00	8570	FT	2	2.74	74	2.75	0.36	18.00	N	07/2015	Incumbent
53-1042.00	8570	FT	3	9.51	74	4.16	3.85	21.61	N	07/2015	Incumbent
53-1042.00	8570	FT	4	14.36	74	4.95	7.00	27.20	N	07/2015	Incumbent
53-1042.00	8570	FT	5	61.69	74	9.31	42.34	77.93	N	07/2015	Incumbent
53-1042.00	8570	FT	6	9.51	74	6.70	2.18	33.16	N	07/2015	Incumbent
53-1042.00	8570	FT	7	1.53	74	0.92	0.46	4.97	N	07/2015	Incumbent
53-1042.00	8570	IM	n/a	4.04	77	0.12	3.81	4.28	N	07/2015	Incumbent
53-1042.00	8570	RT	n/a	88.94	96	3.24	80.69	93.93	N	07/2015	Incumbent
53-1042.00	8573	FT	1	2.52	71	1.97	0.52	11.37	N	07/2015	Incumbent
53-1042.00	8573	FT	2	11.02	71	6.12	3.45	30.07	N	07/2015	Incumbent
53-1042.00	8573	FT	3	12.75	71	5.07	5.56	26.60	N	07/2015	Incumbent
53-1042.00	8573	FT	4	6.52	71	3.73	2.02	19.10	N	07/2015	Incumbent
53-1042.00	8573	FT	5	59.15	71	7.83	43.14	73.43	N	07/2015	Incumbent
53-1042.00	8573	FT	6	6.27	71	2.56	2.74	13.74	N	07/2015	Incumbent
53-1042.00	8573	FT	7	1.77	71	1.18	0.46	6.53	N	07/2015	Incumbent
53-1042.00	8573	IM	n/a	3.99	72	0.14	3.72	4.27	N	07/2015	Incumbent
53-1042.00	8573	RT	n/a	80.92	96	6.75	64.04	91.00	N	07/2015	Incumbent
53-1042.00	8579	FT	1	8.34	73	5.95	1.89	30.05	N	07/2015	Incumbent
53-1042.00	8579	FT	2	1.05	73	0.85	0.21	5.13	N	07/2015	Incumbent
53-1042.00	8579	FT	3	6.18	73	3.86	1.71	19.92	N	07/2015	Incumbent
53-1042.00	8579	FT	4	24.10	73	9.97	9.68	48.49	N	07/2015	Incumbent
53-1042.00	8579	FT	5	54.38	73	7.65	39.19	68.80	N	07/2015	Incumbent
53-1042.00	8579	FT	6	3.32	73	1.56	1.29	8.32	N	07/2015	Incumbent
53-1042.00	8579	FT	7	2.62	73	1.85	0.63	10.21	N	07/2015	Incumbent
53-1042.00	8579	IM	n/a	3.95	75	0.17	3.62	4.29	N	07/2015	Incumbent
53-1042.00	8579	RT	n/a	85.92	97	4.24	75.28	92.44	N	07/2015	Incumbent
53-1042.00	8571	FT	1	0.83	69	0.66	0.17	3.93	N	07/2015	Incumbent
53-1042.00	8571	FT	2	7.36	69	4.04	2.38	20.60	N	07/2015	Incumbent
53-1042.00	8571	FT	3	34.49	69	4.73	25.73	44.44	N	07/2015	Incumbent
53-1042.00	8571	FT	4	24.42	69	8.96	10.93	45.98	N	07/2015	Incumbent
53-1042.00	8571	FT	5	27.39	69	12.05	10.11	55.84	N	07/2015	Incumbent
53-1042.00	8571	FT	6	5.51	69	4.10	1.20	21.93	N	07/2015	Incumbent
53-1042.00	8571	FT	7	0.00	69	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8571	IM	n/a	3.90	71	0.21	3.49	4.31	N	07/2015	Incumbent
53-1042.00	8571	RT	n/a	80.30	97	6.87	63.26	90.61	N	07/2015	Incumbent
53-1042.00	8568	FT	1	33.27	86	9.16	18.00	53.11	N	07/2015	Incumbent
53-1042.00	8568	FT	2	22.04	86	8.21	9.86	42.23	N	07/2015	Incumbent
53-1042.00	8568	FT	3	17.54	86	10.63	4.70	47.84	N	07/2015	Incumbent
53-1042.00	8568	FT	4	5.37	86	3.01	1.72	15.58	N	07/2015	Incumbent
53-1042.00	8568	FT	5	19.20	86	5.09	11.01	31.34	N	07/2015	Incumbent
53-1042.00	8568	FT	6	1.20	86	0.88	0.28	5.03	N	07/2015	Incumbent
53-1042.00	8568	FT	7	1.37	86	0.97	0.33	5.50	N	07/2015	Incumbent
53-1042.00	8568	IM	n/a	3.90	85	0.15	3.61	4.19	N	07/2015	Incumbent
53-1042.00	8568	RT	n/a	93.02	98	2.90	84.61	96.99	N	07/2015	Incumbent
53-1042.00	8576	FT	1	6.74	85	3.74	2.16	19.12	N	07/2015	Incumbent
53-1042.00	8576	FT	2	19.02	85	7.56	8.13	38.42	N	07/2015	Incumbent
53-1042.00	8576	FT	3	15.26	85	5.51	7.16	29.60	N	07/2015	Incumbent
53-1042.00	8576	FT	4	10.67	85	3.53	5.41	19.95	N	07/2015	Incumbent
53-1042.00	8576	FT	5	36.60	85	6.78	24.40	50.80	N	07/2015	Incumbent
53-1042.00	8576	FT	6	10.75	85	6.52	3.03	31.75	N	07/2015	Incumbent
53-1042.00	8576	FT	7	0.97	85	0.78	0.19	4.67	N	07/2015	Incumbent
53-1042.00	8576	IM	n/a	3.89	85	0.16	3.57	4.21	N	07/2015	Incumbent
53-1042.00	8576	RT	n/a	92.31	98	2.88	84.30	96.41	N	07/2015	Incumbent
53-1042.00	8574	FT	1	4.69	92	3.20	1.17	16.94	N	07/2015	Incumbent
53-1042.00	8574	FT	2	14.87	92	4.97	7.42	27.57	N	07/2015	Incumbent
53-1042.00	8574	FT	3	10.48	92	3.43	5.35	19.49	N	07/2015	Incumbent
53-1042.00	8574	FT	4	18.33	92	5.59	9.66	32.03	N	07/2015	Incumbent
53-1042.00	8574	FT	5	43.97	92	7.97	29.21	59.89	N	07/2015	Incumbent
53-1042.00	8574	FT	6	6.79	92	3.49	2.38	17.90	N	07/2015	Incumbent
53-1042.00	8574	FT	7	0.86	92	0.61	0.21	3.50	N	07/2015	Incumbent
53-1042.00	8574	IM	n/a	3.85	94	0.20	3.46	4.24	N	07/2015	Incumbent
53-1042.00	8574	RT	n/a	98.77	97	0.80	95.57	99.67	N	07/2015	Incumbent
53-1042.00	8575	FT	1	10.77	80	4.77	4.31	24.47	N	07/2015	Incumbent
53-1042.00	8575	FT	2	16.37	80	5.55	8.03	30.48	N	07/2015	Incumbent
53-1042.00	8575	FT	3	14.10	80	5.48	6.26	28.77	N	07/2015	Incumbent
53-1042.00	8575	FT	4	27.98	80	11.89	10.72	55.70	N	07/2015	Incumbent
53-1042.00	8575	FT	5	29.07	80	13.89	9.68	61.05	N	07/2015	Incumbent
53-1042.00	8575	FT	6	1.70	80	1.12	0.46	6.13	N	07/2015	Incumbent
53-1042.00	8575	FT	7	0.00	80	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8575	IM	n/a	3.85	80	0.19	3.46	4.23	N	07/2015	Incumbent
53-1042.00	8575	RT	n/a	89.26	97	3.52	80.03	94.52	N	07/2015	Incumbent
53-1042.00	8582	FT	1	21.93	62	7.30	10.70	39.71	N	07/2015	Incumbent
53-1042.00	8582	FT	2	31.07	62	11.88	12.93	57.75	N	07/2015	Incumbent
53-1042.00	8582	FT	3	31.46	62	15.60	9.75	66.10	N	07/2015	Incumbent
53-1042.00	8582	FT	4	9.50	62	7.68	1.73	38.49	N	07/2015	Incumbent
53-1042.00	8582	FT	5	4.57	62	3.86	0.81	21.92	N	07/2015	Incumbent
53-1042.00	8582	FT	6	0.74	62	0.75	0.10	5.40	N	07/2015	Incumbent
53-1042.00	8582	FT	7	0.74	62	0.75	0.10	5.46	N	07/2015	Incumbent
53-1042.00	8582	IM	n/a	3.78	64	0.15	3.48	4.09	N	07/2015	Incumbent
53-1042.00	8582	RT	n/a	78.97	97	5.25	66.71	87.56	N	07/2015	Incumbent
53-1042.00	8581	FT	1	5.16	67	2.84	1.67	14.80	N	07/2015	Incumbent
53-1042.00	8581	FT	2	14.09	67	7.48	4.56	36.02	N	07/2015	Incumbent
53-1042.00	8581	FT	3	14.75	67	5.84	6.40	30.44	N	07/2015	Incumbent
53-1042.00	8581	FT	4	8.56	67	4.32	3.01	22.00	N	07/2015	Incumbent
53-1042.00	8581	FT	5	48.78	67	8.71	32.19	65.64	N	07/2015	Incumbent
53-1042.00	8581	FT	6	7.66	67	4.93	2.02	25.01	N	07/2015	Incumbent
53-1042.00	8581	FT	7	1.00	67	0.86	0.18	5.43	N	07/2015	Incumbent
53-1042.00	8581	IM	n/a	3.65	66	0.17	3.31	3.99	N	07/2015	Incumbent
53-1042.00	8581	RT	n/a	69.46	98	4.45	60.00	77.52	N	07/2015	Incumbent
53-1042.00	8569	FT	1	6.88	83	5.80	1.21	30.89	N	07/2015	Incumbent
53-1042.00	8569	FT	2	2.25	83	2.10	0.34	13.36	N	07/2015	Incumbent
53-1042.00	8569	FT	3	9.96	83	3.96	4.39	21.03	N	07/2015	Incumbent
53-1042.00	8569	FT	4	25.89	83	11.09	9.95	52.46	N	07/2015	Incumbent
53-1042.00	8569	FT	5	33.22	83	10.42	16.34	55.88	N	07/2015	Incumbent
53-1042.00	8569	FT	6	13.18	83	7.35	4.06	35.27	N	07/2015	Incumbent
53-1042.00	8569	FT	7	8.63	83	4.24	3.13	21.60	N	07/2015	Incumbent
53-1042.00	8569	IM	n/a	3.64	84	0.16	3.31	3.96	N	07/2015	Incumbent
53-1042.00	8569	RT	n/a	86.61	98	6.41	68.33	95.10	N	07/2015	Incumbent
53-1042.00	8583	FT	1	9.65	70	7.81	1.75	38.97	N	07/2015	Incumbent
53-1042.00	8583	FT	2	6.45	70	4.17	1.70	21.50	N	07/2015	Incumbent
53-1042.00	8583	FT	3	27.15	70	6.52	16.18	41.84	N	07/2015	Incumbent
53-1042.00	8583	FT	4	9.37	70	4.66	3.34	23.62	N	07/2015	Incumbent
53-1042.00	8583	FT	5	38.58	70	10.54	20.55	60.40	N	07/2015	Incumbent
53-1042.00	8583	FT	6	6.33	70	2.45	2.88	13.35	N	07/2015	Incumbent
53-1042.00	8583	FT	7	2.49	70	1.47	0.76	7.85	N	07/2015	Incumbent
53-1042.00	8583	IM	n/a	3.62	72	0.27	3.08	4.16	N	07/2015	Incumbent
53-1042.00	8583	RT	n/a	72.51	97	7.22	56.24	84.40	N	07/2015	Incumbent
53-1042.00	8572	FT	1	7.16	85	3.75	2.45	19.12	N	07/2015	Incumbent
53-1042.00	8572	FT	2	15.70	85	5.21	7.84	28.96	N	07/2015	Incumbent
53-1042.00	8572	FT	3	16.45	85	7.85	5.95	38.00	N	07/2015	Incumbent
53-1042.00	8572	FT	4	14.15	85	4.71	7.08	26.27	N	07/2015	Incumbent
53-1042.00	8572	FT	5	33.37	85	6.97	21.17	48.30	N	07/2015	Incumbent
53-1042.00	8572	FT	6	3.00	85	1.40	1.17	7.47	N	07/2015	Incumbent
53-1042.00	8572	FT	7	10.18	85	5.97	3.00	29.34	N	07/2015	Incumbent
53-1042.00	8572	IM	n/a	3.56	87	0.29	2.98	4.14	N	07/2015	Incumbent
53-1042.00	8572	RT	n/a	93.63	98	2.56	86.26	97.17	N	07/2015	Incumbent
53-1042.00	8577	FT	1	14.30	46	11.22	2.57	51.32	N	07/2015	Incumbent
53-1042.00	8577	FT	2	0.55	46	0.56	0.07	4.23	N	07/2015	Incumbent
53-1042.00	8577	FT	3	21.19	46	8.29	9.00	42.23	N	07/2015	Incumbent
53-1042.00	8577	FT	4	8.20	46	4.27	2.77	21.87	N	07/2015	Incumbent
53-1042.00	8577	FT	5	27.43	46	7.82	14.64	45.46	N	07/2015	Incumbent
53-1042.00	8577	FT	6	15.20	46	6.82	5.82	34.21	N	07/2015	Incumbent
53-1042.00	8577	FT	7	13.12	46	11.14	2.07	51.95	N	07/2015	Incumbent
53-1042.00	8577	IM	n/a	3.87	48	0.44	2.99	4.75	N	07/2015	Incumbent
53-1042.00	8577	RT	n/a	53.04	97	7.60	38.14	67.42	N	07/2015	Incumbent
53-1042.00	8578	FT	1	11.74	28	9.18	2.11	45.03	N	07/2015	Incumbent
53-1042.00	8578	FT	2	4.13	28	2.96	0.92	16.67	N	07/2015	Incumbent
53-1042.00	8578	FT	3	2.20	28	2.24	0.26	16.07	N	07/2015	Incumbent
53-1042.00	8578	FT	4	25.64	28	11.58	9.03	54.51	N	07/2015	Incumbent
53-1042.00	8578	FT	5	24.10	28	9.00	10.38	46.56	N	07/2015	Incumbent
53-1042.00	8578	FT	6	16.01	28	7.96	5.36	39.10	N	07/2015	Incumbent
53-1042.00	8578	FT	7	16.18	28	8.05	5.40	39.47	N	07/2015	Incumbent
53-1042.00	8578	IM	n/a	3.74	30	0.33	3.06	4.43	N	07/2015	Incumbent
53-1042.00	8578	RT	n/a	29.13	96	8.12	15.84	47.31	N	07/2015	Incumbent
53-1042.00	8580	FT	1	14.82	50	11.11	2.88	50.49	N	07/2015	Incumbent
53-1042.00	8580	FT	2	4.65	50	2.33	1.67	12.30	N	07/2015	Incumbent
53-1042.00	8580	FT	3	17.60	50	7.99	6.59	39.25	N	07/2015	Incumbent
53-1042.00	8580	FT	4	30.69	50	8.71	16.29	50.20	N	07/2015	Incumbent
53-1042.00	8580	FT	5	31.20	50	11.45	13.44	56.98	N	07/2015	Incumbent
53-1042.00	8580	FT	6	1.04	50	1.06	0.13	7.67	N	07/2015	Incumbent
53-1042.00	8580	FT	7	0.00	50	0.00	n/a	n/a	N	07/2015	Incumbent
53-1042.00	8580	IM	n/a	3.38	52	0.24	2.90	3.86	N	07/2015	Incumbent
53-1042.00	8580	RT	n/a	51.70	95	6.60	38.78	64.41	N	07/2015	Incumbent
53-1042.01	17888	FT	1	4.38	41	2.82	1.16	15.14	N	07/2014	Incumbent
53-1042.01	17888	FT	2	12.47	41	6.60	4.03	32.60	N	07/2014	Incumbent
53-1042.01	17888	FT	3	4.18	41	3.10	0.90	17.23	N	07/2014	Incumbent
53-1042.01	17888	FT	4	16.73	41	6.28	7.47	33.33	N	07/2014	Incumbent
53-1042.01	17888	FT	5	47.17	41	8.75	30.52	64.48	N	07/2014	Incumbent
53-1042.01	17888	FT	6	7.79	41	6.07	1.51	31.79	N	07/2014	Incumbent
53-1042.01	17888	FT	7	7.28	41	4.46	2.02	22.98	N	07/2014	Incumbent
53-1042.01	17888	IM	n/a	4.17	41	0.12	3.93	4.40	N	07/2014	Incumbent
53-1042.01	17888	RT	n/a	67.89	58	7.21	52.17	80.39	N	07/2014	Incumbent
53-1042.01	17907	FT	1	5.07	44	3.43	1.25	18.35	N	07/2014	Incumbent
53-1042.01	17907	FT	2	3.77	44	2.84	0.80	15.95	N	07/2014	Incumbent
53-1042.01	17907	FT	3	28.69	44	8.14	15.28	47.30	N	07/2014	Incumbent
53-1042.01	17907	FT	4	17.89	44	6.82	7.87	35.71	N	07/2014	Incumbent
53-1042.01	17907	FT	5	20.82	44	7.98	9.01	41.12	N	07/2014	Incumbent
53-1042.01	17907	FT	6	8.19	44	5.27	2.12	26.83	N	07/2014	Incumbent
53-1042.01	17907	FT	7	15.57	44	8.06	5.08	38.83	N	07/2014	Incumbent
53-1042.01	17907	IM	n/a	4.03	44	0.16	3.71	4.35	N	07/2014	Incumbent
53-1042.01	17907	RT	n/a	71.71	59	7.74	54.15	84.47	N	07/2014	Incumbent
53-1042.01	17889	FT	1	0.00	49	0.00	n/a	n/a	N	07/2014	Incumbent
53-1042.01	17889	FT	2	13.91	49	5.64	5.90	29.42	N	07/2014	Incumbent
53-1042.01	17889	FT	3	17.62	49	5.69	8.87	31.99	N	07/2014	Incumbent
53-1042.01	17889	FT	4	3.33	49	2.30	0.81	12.64	N	07/2014	Incumbent
53-1042.01	17889	FT	5	34.63	49	8.06	20.57	52.01	N	07/2014	Incumbent
53-1042.01	17889	FT	6	8.12	49	4.98	2.26	25.27	N	07/2014	Incumbent
53-1042.01	17889	FT	7	22.39	49	6.08	12.49	36.84	N	07/2014	Incumbent
53-1042.01	17889	IM	n/a	3.96	49	0.17	3.62	4.30	N	07/2014	Incumbent
53-1042.01	17889	RT	n/a	90.09	59	4.10	78.39	95.80	N	07/2014	Incumbent
53-1042.01	17910	FT	1	0.41	49	0.41	0.06	2.97	N	07/2014	Incumbent
53-1042.01	17910	FT	2	8.48	49	5.20	2.36	26.27	N	07/2014	Incumbent
53-1042.01	17910	FT	3	19.03	49	6.41	9.24	35.16	N	07/2014	Incumbent
53-1042.01	17910	FT	4	18.34	49	8.32	6.85	40.69	N	07/2014	Incumbent
53-1042.01	17910	FT	5	31.44	49	8.47	17.23	50.27	N	07/2014	Incumbent
53-1042.01	17910	FT	6	5.98	49	2.63	2.42	14.02	N	07/2014	Incumbent
53-1042.01	17910	FT	7	16.31	49	7.78	5.83	38.00	N	07/2014	Incumbent
53-1042.01	17910	IM	n/a	3.76	50	0.17	3.42	4.09	N	07/2014	Incumbent
53-1042.01	17910	RT	n/a	73.78	59	6.94	57.85	85.23	N	07/2014	Incumbent
53-1042.01	17909	FT	1	1.39	47	1.03	0.31	5.99	N	07/2014	Incumbent
53-1042.01	17909	FT	2	32.21	47	7.59	19.09	48.89	N	07/2014	Incumbent
53-1042.01	17909	FT	3	31.11	47	10.78	14.10	55.42	N	07/2014	Incumbent
53-1042.01	17909	FT	4	20.74	47	6.05	11.08	35.45	N	07/2014	Incumbent
53-1042.01	17909	FT	5	9.38	47	6.58	2.13	32.97	N	07/2014	Incumbent
53-1042.01	17909	FT	6	3.31	47	3.32	0.42	21.64	N	07/2014	Incumbent
53-1042.01	17909	FT	7	1.87	47	1.35	0.43	7.73	N	07/2014	Incumbent
