O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-2011.00	21517	FT	6	0.68	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21517	FT	7	2.74	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21517	IM	n/a	4.14	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21517	RT	n/a	71.41	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21518	FT	1	33.33	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	FT	2	47.62	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	FT	3	14.29	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	FT	4	4.76	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	FT	5	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	IM	n/a	4.14	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21518	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21519	FT	1	3.95	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	FT	2	26.09	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	FT	3	24.77	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	FT	4	8.34	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	FT	5	31.43	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	FT	6	4.58	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	FT	7	0.85	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	IM	n/a	4.03	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21519	RT	n/a	71.47	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	FT	1	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	FT	2	34.50	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	FT	3	36.72	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	FT	4	11.17	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	FT	5	12.71	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	FT	6	0.25	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	FT	7	4.65	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	IM	n/a	4.03	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21520	RT	n/a	85.77	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	FT	1	11.23	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	FT	2	35.87	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	FT	3	23.35	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	FT	4	10.40	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	FT	5	14.22	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	FT	6	0.11	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	FT	7	4.83	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	IM	n/a	3.99	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21521	RT	n/a	79.82	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21522	FT	1	29.41	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	FT	2	11.76	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	FT	3	47.06	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	FT	4	11.76	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	FT	5	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	IM	n/a	3.82	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21522	RT	n/a	80.95	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	FT	1	18.75	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	FT	2	37.50	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	FT	3	31.25	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	FT	4	6.25	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	FT	5	6.25	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	IM	n/a	3.69	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21523	RT	n/a	80.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	FT	1	40.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	FT	2	26.67	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	FT	3	26.67	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	FT	4	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	FT	5	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	FT	6	6.67	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	IM	n/a	3.47	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21524	RT	n/a	75.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	FT	1	33.33	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	FT	2	22.22	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	FT	3	44.44	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	FT	4	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	FT	5	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	IM	n/a	4.22	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21525	RT	n/a	42.86	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21526	FT	1	7.25	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	FT	2	56.44	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	FT	3	35.83	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	FT	4	0.47	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	FT	5	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	FT	6	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	FT	7	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	IM	n/a	4.14	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21526	RT	n/a	53.33	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	FT	1	32.30	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	FT	2	56.26	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	FT	3	6.45	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	FT	4	4.25	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	FT	5	0.73	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	FT	6	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	FT	7	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	IM	n/a	4.11	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21527	RT	n/a	28.77	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21528	FT	1	92.79	n/a	n/a	n/a	n/a	Y	11/2020	Analyst - Transition
13-2011.00	21528	FT	2	0.00	n/a	n/a	n/a	n/a	Y	11/2020	Analyst - Transition
13-2011.00	21528	FT	3	6.63	n/a	n/a	n/a	n/a	Y	11/2020	Analyst - Transition
13-2011.00	21528	FT	4	0.12	n/a	n/a	n/a	n/a	Y	11/2020	Analyst - Transition
13-2011.00	21528	FT	5	0.46	n/a	n/a	n/a	n/a	Y	11/2020	Analyst - Transition
13-2011.00	21528	FT	6	0.00	n/a	n/a	n/a	n/a	Y	11/2020	Analyst - Transition
13-2011.00	21528	FT	7	0.00	n/a	n/a	n/a	n/a	Y	11/2020	Analyst - Transition
13-2011.00	21528	IM	n/a	4.06	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21528	RT	n/a	22.64	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2011.00	21529	FT	1	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	FT	2	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	FT	3	50.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	FT	4	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	FT	5	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	IM	n/a	3.80	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21529	RT	n/a	50.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	FT	1	38.46	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	FT	2	38.46	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	FT	3	15.38	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	FT	4	7.69	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	FT	5	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	IM	n/a	3.69	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2011.00	21530	RT	n/a	65.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	FT	2	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	FT	3	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	FT	4	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	FT	5	60.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	FT	6	15.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	IM	n/a	4.75	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21549	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	FT	2	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	FT	3	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	FT	4	40.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	FT	5	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	FT	6	15.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	IM	n/a	4.65	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21550	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21551	FT	1	1.21	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	FT	2	11.37	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	FT	3	22.87	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	FT	4	20.06	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	FT	5	21.26	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	FT	6	7.99	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	FT	7	15.24	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	IM	n/a	4.55	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21551	RT	n/a	82.78	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21552	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	FT	2	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	FT	3	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	FT	4	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	FT	5	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	FT	6	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	IM	n/a	4.50	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21552	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21553	FT	1	5.64	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	FT	2	7.93	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	FT	3	8.02	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	FT	4	12.11	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	FT	5	40.19	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	FT	6	16.67	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	FT	7	9.45	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	IM	n/a	4.50	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21553	RT	n/a	79.03	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	FT	1	10.07	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	FT	2	22.49	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	FT	3	15.85	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	FT	4	32.74	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	FT	5	8.50	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	FT	6	3.75	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	FT	7	6.61	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	IM	n/a	4.46	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21554	RT	n/a	86.35	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	FT	1	3.61	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	FT	2	6.79	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	FT	3	16.07	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	FT	4	18.36	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	FT	5	18.35	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	FT	6	23.35	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	FT	7	13.48	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	IM	n/a	4.45	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21555	RT	n/a	78.48	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	FT	1	1.07	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	FT	2	14.51	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	FT	3	9.97	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	FT	4	19.22	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	FT	5	24.69	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	FT	6	13.70	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	FT	7	16.84	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	IM	n/a	4.42	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21556	RT	n/a	93.44	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	FT	1	12.66	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	FT	2	17.25	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	FT	3	13.36	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	FT	4	2.39	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	FT	5	28.31	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	FT	6	7.24	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	FT	7	18.79	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	IM	n/a	4.39	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21557	RT	n/a	83.61	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	FT	1	6.71	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	FT	2	14.71	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	FT	3	18.99	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	FT	4	15.69	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	FT	5	32.51	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	FT	6	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	FT	7	11.39	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	IM	n/a	4.37	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21558	RT	n/a	72.06	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	FT	1	1.84	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	FT	2	3.03	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	FT	3	13.82	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	FT	4	32.72	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	FT	5	14.06	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	FT	6	28.45	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	FT	7	6.07	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	IM	n/a	4.32	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21559	RT	n/a	100.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	FT	1	5.14	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	FT	2	18.49	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	FT	3	26.96	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	FT	4	20.64	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	FT	5	19.31	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	FT	6	2.85	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	FT	7	6.61	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	IM	n/a	4.31	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21560	RT	n/a	76.89	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	FT	1	12.19	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	FT	2	28.33	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	FT	3	7.95	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	FT	4	13.08	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	FT	5	23.81	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	FT	6	8.47	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	FT	7	6.16	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	IM	n/a	4.28	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21561	RT	n/a	78.59	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21562	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	FT	2	15.79	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	FT	3	21.05	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	FT	4	47.37	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	FT	5	15.79	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	IM	n/a	4.26	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21562	RT	n/a	95.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	FT	1	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	FT	2	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	FT	3	15.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	FT	4	30.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	FT	5	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	FT	6	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	IM	n/a	4.25	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21563	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21564	FT	1	5.50	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	FT	2	4.24	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	FT	3	10.09	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	FT	4	19.61	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	FT	5	52.86	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	FT	6	3.42	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	FT	7	4.28	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	IM	n/a	4.15	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21564	RT	n/a	76.36	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21565	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
